Time,Choke_Position,Oil_Rate,Wellhead_Pressure,Flowline_Pressure,Bottom_Hole_Pressure
2026-01-05 06:00:00,52.98,661.54,738.33,212.61,2064.22
2026-01-05 06:15:00,53.24,655.18,744.63,213.13,2075.53
2026-01-05 06:30:00,53.59,667.05,730.49,218.3,2088.58
2026-01-05 06:45:00,53.03,665.23,735.94,215.31,2098.06
2026-01-05 07:00:00,52.26,643.91,739.93,214.08,2088.27
2026-01-05 07:15:00,52.9,651.8,743.37,219.98,2081.78
2026-01-05 07:30:00,53.07,663.23,734.18,211.75,2057.44
2026-01-05 07:45:00,52.69,655.28,737.92,216.02,2073.01
2026-01-05 08:00:00,53.47,665.26,735.69,214.34,2064.36
2026-01-05 08:15:00,53.53,664.54,733.29,215.04,2065.57
2026-01-05 08:30:00,54.12,670.28,727.18,219.53,2065.38
2026-01-05 08:45:00,54.15,662.68,730.21,216.51,2062.07
2026-01-05 09:00:00,55.18,685.79,729.46,217.83,2038.75
2026-01-05 09:15:00,56.06,694.39,714.57,220.49,2059.0
2026-01-05 09:30:00,55.94,687.11,720.99,216.03,2041.79
2026-01-05 09:45:00,56.42,692.85,714.39,215.19,2051.02
2026-01-05 10:00:00,56.74,689.8,722.26,214.96,2066.79
2026-01-05 10:15:00,57.43,706.11,705.24,213.01,2031.38
2026-01-05 10:30:00,56.95,700.63,712.48,224.5,2019.13
2026-01-05 10:45:00,57.29,702.46,715.44,215.44,2038.83
2026-01-05 11:00:00,57.82,714.27,718.74,218.72,2048.47
2026-01-05 11:15:00,56.94,696.97,714.98,217.5,2064.08
2026-01-05 11:30:00,56.35,694.84,715.49,218.54,2036.93
2026-01-05 11:45:00,55.33,677.3,732.77,218.84,2062.35
2026-01-05 12:00:00,55.19,679.19,716.8,218.81,2053.81
2026-01-05 12:15:00,55.55,682.25,711.25,214.91,2054.53
2026-01-05 12:30:00,56.3,693.32,720.69,217.06,2076.02
2026-01-05 12:45:00,56.34,690.13,715.79,218.46,2034.25
2026-01-05 13:00:00,57.15,699.75,709.12,217.84,2045.31
2026-01-05 13:15:00,56.46,697.62,721.22,222.58,2052.97
2026-01-05 13:30:00,55.61,682.48,723.16,218.21,2065.96
2026-01-05 13:45:00,55.58,675.86,719.26,218.91,2056.31
2026-01-05 14:00:00,55.78,694.32,714.72,218.92,2056.87
2026-01-05 14:15:00,55.76,693.23,725.56,220.43,2050.0
2026-01-05 14:30:00,54.73,669.21,729.62,216.21,2064.88
2026-01-05 14:45:00,54.68,678.72,726.1,211.73,2059.11
2026-01-05 15:00:00,54.03,666.37,739.09,216.03,2073.98
2026-01-05 15:15:00,54.36,672.58,722.83,213.28,2061.39
2026-01-05 15:30:00,54.55,674.39,719.63,213.87,2067.39
2026-01-05 15:45:00,54.08,666.9,726.15,216.65,2067.09
2026-01-05 16:00:00,53.82,661.58,730.67,218.3,2080.69
2026-01-05 16:15:00,53.29,656.99,734.76,214.01,2073.16
2026-01-05 16:30:00,53.26,655.21,732.49,214.84,2056.19
2026-01-05 16:45:00,53.74,660.52,733.07,219.59,2082.72
2026-01-05 17:00:00,53.24,658.81,727.52,214.62,2064.99
2026-01-05 17:15:00,53.5,658.85,739.74,222.0,2065.49
2026-01-05 17:30:00,53.23,662.9,733.43,215.57,2068.19
2026-01-05 17:45:00,52.83,664.06,741.41,208.12,2091.06
2026-01-05 18:00:00,52.78,652.02,737.81,215.6,2056.39
2026-01-05 18:15:00,52.26,650.85,740.96,213.86,2113.27
2026-01-05 18:30:00,51.99,649.02,742.91,216.25,2094.66
2026-01-05 18:45:00,51.39,642.71,745.3,213.69,2091.13
2026-01-05 19:00:00,52.37,651.4,741.36,212.43,2080.49
2026-01-05 19:15:00,52.39,655.59,744.71,209.19,2083.75
2026-01-05 19:30:00,52.04,649.74,740.79,211.82,2088.91
2026-01-05 19:45:00,52.15,642.71,742.82,210.02,2089.29
2026-01-05 20:00:00,52.09,652.17,739.11,210.77,2088.84
2026-01-05 20:15:00,51.98,651.52,747.31,214.14,2085.07
2026-01-05 20:30:00,52.29,645.11,735.19,217.75,2079.74
2026-01-05 20:45:00,52.66,654.72,745.68,214.38,2077.17
2026-01-05 21:00:00,52.4,654.71,737.8,209.29,2078.86
2026-01-05 21:15:00,52.11,646.04,732.29,213.87,2094.45
2026-01-05 21:30:00,51.97,651.55,740.77,215.96,2090.15
2026-01-05 21:45:00,50.82,646.04,742.48,209.16,2064.01
2026-01-05 22:00:00,50.07,622.93,753.88,209.68,2106.04
2026-01-05 22:15:00,50.75,626.36,742.99,210.94,2095.96
2026-01-05 22:30:00,51.57,643.78,739.91,209.53,2087.24
2026-01-05 22:45:00,51.45,643.41,733.32,213.68,2084.54
2026-01-05 23:00:00,51.73,642.63,739.06,211.72,2097.36
2026-01-05 23:15:00,51.89,651.54,728.43,213.53,2094.35
2026-01-05 23:30:00,53.43,654.57,724.93,211.45,2064.83
2026-01-05 23:45:00,53.99,671.64,733.85,213.48,2072.15
2026-01-06 00:00:00,53.93,664.14,734.3,216.88,2058.88
2026-01-06 00:15:00,53.45,670.9,734.89,213.02,2058.62
2026-01-06 00:30:00,52.64,662.5,731.94,218.35,2072.58
2026-01-06 00:45:00,52.75,650.87,736.03,212.1,2086.65
2026-01-06 01:00:00,52.37,647.82,738.14,213.52,2090.59
2026-01-06 01:15:00,51.66,646.6,735.92,214.79,2091.87
2026-01-06 01:30:00,51.33,639.0,750.85,207.35,2096.58
2026-01-06 01:45:00,50.79,634.81,750.42,205.67,2098.82
2026-01-06 02:00:00,51.64,643.41,740.71,207.39,2080.49
2026-01-06 02:15:00,52.08,637.61,739.75,216.28,2087.7
2026-01-06 02:30:00,52.07,647.73,740.67,210.83,2091.42
2026-01-06 02:45:00,52.81,650.08,725.72,221.05,2085.04
2026-01-06 03:00:00,52.85,653.3,734.5,211.73,2089.07
2026-01-06 03:15:00,52.42,658.01,734.48,213.46,2087.71
2026-01-06 03:30:00,53.18,651.95,729.08,218.45,2078.05
2026-01-06 03:45:00,53.45,665.35,731.33,220.16,2083.08
2026-01-06 04:00:00,52.93,655.46,744.32,219.71,2076.26
2026-01-06 04:15:00,52.84,654.14,739.01,217.03,2068.47
2026-01-06 04:30:00,52.4,654.34,735.14,215.95,2079.16
2026-01-06 04:45:00,51.71,645.52,744.32,213.83,2078.87
